Text;Emotion;Translated_Text
i feel so honoured so have been allowed to write my story and;joy;i merasa sangat terhormat sehingga telah diizinkan untuk menulis cerita saya dan
i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices;joy;i dicapai adalah memperdalam realisasi saya bahwa saya perlu merencanakan ke depan untuk merasa puas dan menghindari membuat pilihan makanan konyol
ive had my ass handed to me by murt and im starting to feel fucked but just a little;anger;Aku sudah pantatku diserahkan kepada saya oleh murt dan im mulai merasa kacau tapi hanya sedikit
i feel extremely discontent right now;sadness;i merasa sangat tidak puas sekarang
i realized i was a total idiot and forgot clarinet choir making me feel even more idiotic and stupid then i already was;sadness;aku sadar aku benar-benar bodoh dan lupa paduan suara klarinet membuatku merasa lebih bodoh dan bodoh maka aku sudah sudah
ive been feeling homesick for several months probably since christmas;sadness;aku sudah rindu rumah selama beberapa bulan mungkin sejak Natal
i stropped about for a bit feeling grumpy because i was missing out;anger;i stropped tentang untuk sedikit merasa marah karena saya kehilangan
i am never happy for the things i do have i feel so ungrateful for that;sadness;aku tidak pernah senang untuk hal-hal yang saya miliki saya merasa begitu tidak tahu berterima kasih untuk itu
i wanna know how does it feel being pretty and every guys love me;joy;Aku ingin tahu bagaimana rasanya menjadi cantik dan setiap orang mencintaiku
i feel completely inadequate and unable to express any of it in words;sadness;i merasa benar-benar tidak memadai dan tidak dapat mengekspresikan salah satu dari itu dalam kata-kata
i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere;joy;aku suka kaosmu bisa mencapai itu dan menanamkan rasa membuat pelanggan merasa dihargai sebagai seseorang tapi komentar seperti itu harus tulus
i disinterested but when i do read it i leave off feeling inadequate;sadness;i tidak tertarik tapi ketika saya membacanya saya berhenti merasa tidak memadai
i feel like a treasured prize;love;aku merasa seperti hadiah berharga
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started;anger;i terus menatap bunga bergetar nya merasa bahwa itu seperti bunga kekerasan dalam waktu selang fotografi bunga menggigil dengan pertumbuhan kuat karena dipercepat keluar untuk matahari berkedip balap langit mengumumkan akhir hubungan kami bahkan sebelum dimulai
i feel devastated for a young man;sadness;saya merasa hancur untuk seorang pemuda
i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious;surprise;i berpikir tentang hal itu banyak akhir pekan ini karena saya menyaksikan kesalahan pada bintang-bintang kami yang adalah tentang dua anak yang memiliki kanker sehingga membuat saya merasa benar-benar aneh dan cemas
i really do feel it is beaten into us to breastfeed;sadness;i benar-benar merasa itu dipukuli ke dalam diri kita untuk menyusui
i am feeling fairly contented;joy;aku merasa cukup puas
i guess sometimes you arent aware of your true feelings until a playful kiss exposes them;joy;Aku rasa kadang-kadang kau tidak menyadari perasaanmu yang sebenarnya sampai ciuman yang menyenangkan mengekspos mereka
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example;anger;ive memiliki jalan panjang yang awalnya merasa seperti saya sedang kasar untuk menolak makanan yang dibuat untuk saya dan kadang-kadang makan hal karena itu bebas gluten dan tampak lezat bahkan jika mungkin tidak apa yang saya merasa baik tentang makan beberapa benar-benar biasa-biasa saja kue pernikahan misalnya
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt;anger;saya duduk di sini mengetik ini dan bertanya-tanya di mana saya merasa terganggu perasaan nyaman disalahpahami dan terluka
i feel burdened by my own expectations;sadness;i merasa terbebani oleh harapan saya sendiri
i was still feeling weird about the day before;fear;i masih merasa aneh tentang hari sebelumnya
im feeling indecisive about what to do;fear;aku merasa ragu tentang apa yang harus dilakukan
i were i probably wouldn t be saddled with all this guilt and feeling like i should be doing these things instead of pissing about doing highly unimportant things;sadness;aku mungkin tidak akan dibebani dengan semua rasa bersalah ini dan merasa seperti aku harus melakukan hal-hal ini bukannya kencing tentang melakukan hal-hal yang sangat tidak penting
i feel bad calling it mere book or story is six individual stories nestled together;sadness;saya merasa buruk menyebutnya hanya buku atau cerita adalah enam cerita individu nestled bersama-sama
i was also given several shiny presents because my friends are really rather cool i actually prefer late birthday presents to early ones as it extends the period of feeling beloved significant segments of all and sundry and is more unexpected;joy;i juga diberikan beberapa hadiah mengkilap karena teman-teman saya benar-benar agak keren saya benar-benar lebih suka terlambat ulang tahun hadiah untuk yang awal karena memperpanjang periode perasaan sayang segmen penting semua dan kering dan lebih tidak terduga
i am feeling nostalgic more than anything;love;saya merasa nostalgia lebih dari apa pun
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night;anger;aku mungkin bisa menciptakan kembali perasaan ketika aku kembali ke kabut dingin yang menungguku besok malam
i spend my energy making the world i live in a better place and do everything in my power not to kick people or feel superior to others who dont have the same challenges as myself;joy;saya menghabiskan energi saya membuat dunia saya tinggal di tempat yang lebih baik dan melakukan segala sesuatu dalam kekuasaan saya untuk tidak menendang orang atau merasa superior kepada orang lain yang tidak memiliki tantangan yang sama seperti diriku
i didn t feel very faithful at that point;joy;saya tidak merasa sangat setia pada saat itu
i feel its a reminder that im taking care of something so precious and need to treat myself better;joy;i feel its pengingat bahwa im mengurus sesuatu yang begitu berharga dan perlu untuk mengobati diri lebih baik
i had really felt quite good and safe about having the baby at home although there are always risks but i still feel blessed about how everything turned out;love;i telah benar-benar merasa cukup baik dan aman tentang memiliki bayi di rumah meskipun selalu ada risiko tapi saya masih merasa diberkati tentang bagaimana semuanya ternyata
i feel like i can trust my faithful blogstalkers;love;i merasa seperti saya bisa mempercayai saya setia blogstalkers
i was battling the desire to move away from her not wanting to be rude but seriously feeling disturbed by her nearness;sadness;i berjuang keinginan untuk pindah darinya tidak ingin kasar tapi serius merasa terganggu oleh dekatnya
i feel like i am despised;anger;aku merasa seperti aku dibenci
i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly;fear;i merasa seperti saya mendapatkan kekuatan cepat dan mungkin bisa mulai mudah kembali ke berjalan sekarang tapi saya cukup banyak takut konyol
i think lunch sounds datey and coffee feels casual;joy;i think makan siang suara tanggal dan kopi terasa santai
i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long;surprise;aku merasa sedikit kewalahan tapi aku telah diberikan beberapa alat menakjubkan bertemu beberapa sangat kreatif menyenangkan dan orang-orang gila dan diingatkan bahwa aku memiliki suara yang telah diam terlalu lama
i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace;fear;i akan mengambil lebih tapi sesuatu terasa aneh tentang pergi ke negara asing dan mengambil gambar tempat dan hal-hal yang sebagian besar orang mungkin mempertimbangkan biasa
i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things;joy;Saya memberikan pendapat jujur saya revis wartawan mengatakan di ruang ganti jet menambahkan saya merasa bahwa orang membiarkan dia slide ketika ia mengatakan komentar cerdas pada hal-hal tertentu
